playlist_name,primary_genre,sub_genres,track_count,last_updated,musinique_focus_score,avg_artist_popularity
Sunday Morning Jazz Café ,"['Blues', 'Classical', 'Country', 'Easy Listening', 'Electronic', 'Folk', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Rock', 'Traditional Folk']","['acoustic pop', 'adult standards', 'alt country', 'anti-folk', 'art pop', 'art rock', 'ballet', 'baroque pop', 'bebop', 'big band', 'bluegrass', 'blues', 'bossa nova', 'brazilian jazz', 'christmas', 'classical', 'cool jazz', 'easy listening', 'expressionism', 'folk', 'folk pop', 'folk rock', 'free jazz', 'french jazz', 'glam rock', 'hard bop', 'hollands', 'jazz', 'jazz ballads', 'jazz funk', 'jazz fusion', 'jazz pop', 'kuduro', 'latin jazz', 'lounge', 'mpb', 'musicals', 'nederpop', 'neo soul', 'new wave', 'newgrass', 'nu jazz', 'opera', 'orchestral', 'pop', 'power pop', 'quiet storm', 'samba', 'singer-songwriter', 'smooth jazz', 'soft pop', 'soft rock', 'soul', 'soul blues', 'soul jazz', 'southern gothic', 'swing music', 'vocal jazz']",146,2025-07-18T07:27:40Z,28.9,52.83987441130298
Happy Friday Morning - TGIF!,"['Electronic', 'Folk', 'Hip Hop', 'Pop', 'R&B & Soul', 'Religious', 'Rock', 'Traditional Folk']","['acoustic pop', 'alternative rock', 'art pop', 'ccm', 'christian', 'christmas', 'classic rock', 'dance pop', 'dansk pop', 'darkwave', 'disco house', 'europop', 'folk', 'folk pop', 'folk rock', 'funky house', 'glam rock', 'gothic rock', 'hip hop', 'hyperpop', 'indie', 'indie folk', 'indie rock', 'indie soul', 'jangle pop', 'neo soul', 'new wave', 'nu disco', 'pop', 'pop singer-songwriter', 'post-punk', 'power pop', 'psychedelic rock', 'rock', 'singer-songwriter', 'soft pop', 'soul', 'southern hip hop', 'trip hop', 'tropical house', 'uk funky']",154,2025-12-17T10:48:01Z,35.6,48.51731418918919
Waking Up Slowly - acoustic morning songs,"['Classical', 'Country', 'Electronic', 'Folk', 'Pop', 'Rock', 'Traditional Folk']","['acid rock', 'acoustic pop', 'alt country', 'ambient folk', 'americana', 'art pop', 'baroque pop', 'bluegrass', 'christmas', 'classic rock', 'folk', 'folk pop', 'folk rock', 'hardstyle', 'hollands', 'indie', 'indie folk', 'indie rock', 'nederpop', 'newgrass', 'nightcore', 'power pop', 'roots rock', 'score', 'singer-songwriter', 'soundtrack', 'southern gothic', 'tropical house', 'uk garage']",151,2025-12-03T13:35:21Z,38.0,39.46672582076309
Spiritual - instrumental,"['Avant-garde', 'Classical', 'Easy Listening', 'Electronic', 'Folk', 'Pop', 'Rock', 'Traditional Folk']","['ambient', 'baroque pop', 'celtic', 'chamber music', 'christmas', 'classic rock', 'classical', 'classical piano', 'contemporary classical', 'drone', 'impressionism', 'indie folk', 'jazz ballads', 'lo-fi', 'lo-fi beats', 'minimalism', 'neoclassical', 'new age', 'score', 'soft rock', 'soundtrack', 'yacht rock']",224,2025-12-19T18:31:07Z,53.9,36.90172543135784
Chill Covers - acoustic folk songs,"['Avant-garde', 'Classical', 'Country', 'Electronic', 'Folk', 'Jazz', 'Pop', 'Regional', 'Rock', 'Traditional Folk']","['acoustic pop', 'alt country', 'americana', 'anti-folk', 'art pop', 'avant-garde', 'baroque pop', 'bedroom pop', 'bluegrass', 'christian folk', 'christmas', 'contemporary classical', 'dream pop', 'folk', 'folk pop', 'hardstyle', 'indie folk', 'indie pop', 'latin folk', 'latin indie', 'melodic bass', 'mexican indie', 'minimalism', 'nederpop', 'newgrass', 'nightcore', 'singer-songwriter', 'slowcore', 'southern gothic', 'swedish pop', 'vocal jazz']",178,2025-11-28T16:43:04Z,26.8,39.37380868337451
Movie Soundtrack Instrumental,"['Avant-garde', 'Classical', 'Easy Listening', 'Electronic', 'Jazz', 'Pop', 'Traditional Folk']","['ambient', 'avant-garde', 'chamber music', 'christmas', 'classical', 'classical crossover', 'classical piano', 'concerto', 'contemporary classical', 'egyptian pop', 'electronic classical', 'impressionism', 'jazz', 'jazz ballads', 'lullaby', 'minimalism', 'neoclassical', 'new age', 'score', 'soundtrack', 'space music']",72,2025-01-07T08:44:55Z,39.6,42.21428571428572
Gay Punk & Rock - queer punkrock,"['Avant-garde', 'Country', 'Electronic', 'Folk', 'Metal', 'Pop', 'Punk', 'Regional', 'Rock']","['alternative rock', 'anti-folk', 'art pop', 'baroque pop', 'bedroom pop', 'britpop', 'classic rock', 'cold wave', 'dark ambient', 'darkwave', 'drone', 'drone metal', 'emo', 'experimental', 'folk punk', 'german indie', 'glam rock', 'horror punk', 'hyperpop', 'indie', 'indie folk', 'indie pop', 'indie punk', 'indie rock', 'industrial', 'industrial metal', 'industrial rock', 'math rock', 'midwest emo', 'new wave', 'pop', 'pop punk', 'post-punk', 'punk', 'queercore', 'riot grrrl', 'rock', 'skate punk', 'slowcore', 'southern gothic', 'synthpop']",176,2025-12-05T22:28:52Z,35.5,23.06870229007633
Country Coffeehouse - chill country songs,"['Country', 'Folk', 'Pop', 'R&B & Soul', 'Regional', 'Rock']","['acoustic country', 'alt country', 'americana', 'bluegrass', 'christian bluegrass', 'christian folk', 'classic country', 'country', 'country christian', 'country rock', 'folk', 'honky tonk', 'indie folk', 'jam band', 'jazz pop', 'mariachi', 'nederpop', 'newgrass', 'outlaw country', 'red dirt', 'retro soul', 'roots rock', 'singer-songwriter', 'southern gothic', 'traditional country']",94,2024-12-11T09:33:16Z,30.5,46.61309523809524
Billie Eilish - acoustic covers,"['Electronic', 'Jazz', 'Pop', 'R&B & Soul', 'Regional']","['acoustic pop', 'alternative r&b', 'bossa nova', 'jazz', 'jazz pop', 'neo soul', 'r&b', 'vocal jazz']",29,2025-11-19T07:48:07Z,34.2,33.388663967611336
"Sad Autumn - sad indie, folk & pop","['Classical', 'Country', 'Electronic', 'Folk', 'Hip Hop', 'Jazz', 'Pop', 'Rock', 'Traditional Folk']","['alt country', 'americana', 'art pop', 'art rock', 'baroque pop', 'bedroom pop', 'bluegrass', 'christian folk', 'christmas', 'classic country', 'classic rock', 'cool jazz', 'country', 'electronic classical', 'folk', 'folk pop', 'folk rock', 'hardstyle', 'hollands', 'indie', 'indie folk', 'indie pop', 'jazz', 'jazz ballads', 'jazz pop', 'midwest emo', 'nederpop', 'neoclassical', 'norwegian pop', 'outlaw country', 'roots rock', 'singer-songwriter', 'smooth jazz', 'soft pop', 'soft rock', 'southern gothic', 'trip hop', 'vocal jazz', 'yacht rock']",141,2025-10-15T17:21:03Z,33.8,42.69297445255474
"Feeling Good - acoustic songs, unplugged","['Blues', 'Country', 'Electronic', 'Folk', 'Pop', 'Religious', 'Rock', 'Traditional Folk']","['acoustic pop', 'alt country', 'americana', 'bluegrass', 'blues', 'christian folk', 'christian jazz', 'christmas', 'classic country', 'country', 'folk', 'folk pop', 'folk rock', 'hardstyle', 'hollands', 'hymns', 'indie', 'indie folk', 'indie pop', 'jazz pop', 'nederpop', 'newgrass', 'nightcore', 'singer-songwriter', 'southern gothic', 'surf rock', 'worship']",122,2025-12-17T07:14:46Z,28.4,38.068501920614594
"Gay Love Songs, Boys About Boys - Vol. 2","['Electronic', 'Pop', 'Regional', 'Rock']","['baroque pop', 'edm', 'europop', 'folk pop', 'indie pop', 'new mpb', 'pop singer-songwriter', 'post-rock', 'slap house', 'soft pop']",138,2025-12-04T20:59:20Z,47.1,27.15972222222222
Indie Piano Ballads,"['Classical', 'Country', 'Electronic', 'Folk', 'Hip Hop', 'Pop', 'R&B & Soul', 'Rock', 'Traditional Folk']","['alt country', 'alternative rock', 'ambient folk', 'americana', 'anti-folk', 'art pop', 'art rock', 'baroque pop', 'christmas', 'contemporary classical', 'downtempo', 'folk', 'indie folk', 'indie rock', 'indonesian indie', 'minimalism', 'nederpop', 'neo soul', 'neoclassical', 'norwegian pop', 'pop soul', 'retro soul', 'singer-songwriter', 'southern gothic', 'trip hop']",102,2025-12-10T16:19:52Z,30.6,39.96491228070175
Billie Eilish Instrumental ,[],[],38,2025-09-09T13:53:44Z,75.1,32.59322033898305
Happy Saturday Night,"['Electronic', 'Hip Hop', 'Pop', 'Regional']","['dance pop', 'dansk pop', 'disco house', 'east coast hip hop', 'edm', 'electro', 'electronic', 'europop', 'french house', 'funky house', 'hip hop', 'nu disco', 'pop', 'pop singer-songwriter', 'rap', 'soft pop', 'southern hip hop', 'trip hop', 'tropical house', 'uk funky']",64,2025-02-14T18:43:05Z,33.5,59.71659324522761
Instrumental Indie,"['Avant-garde', 'Classical', 'Country', 'Electronic', 'Folk', 'Hip Hop', 'Metal', 'Pop', 'Punk', 'Regional', 'Rock', 'Traditional Folk']","['alt country', 'alternative dance', 'alternative rock', 'ambient', 'ambient folk', 'americana', 'anti-folk', 'art pop', 'art rock', 'avant-garde', 'baroque pop', 'bedroom pop', 'britpop', 'christmas', 'contemporary classical', 'darkwave', 'downtempo', 'dream pop', 'drone', 'electroacoustic', 'electroclash', 'electronica', 'folk', 'folk punk', 'folk rock', 'glam rock', 'gothic metal', 'gothic rock', 'idm', 'indie', 'indie folk', 'indie rock', 'indonesian indie', 'jangle pop', 'madchester', 'medieval', 'minimalism', 'nederpop', 'neo-psychedelic', 'neoclassical', 'new rave', 'new wave', 'plunderphonics', 'post-punk', 'post-rock', 'progressive rock', 'proto-punk', 'rock', 'roots rock', 'singer-songwriter', 'southern gothic', 'spoken word', 'surf rock', 'symphonic metal', 'synthpop', 'synthwave', 'tango', 'traditional folk', 'trip hop', 'tropical house']",222,2025-12-13T07:59:58Z,36.8,39.96113074204947
"Death, Loss & Grief - sad songs","['Blues', 'Classical', 'Country', 'Electronic', 'Folk', 'Jazz', 'Metal', 'Pop', 'Regional', 'Rock']","['alt country', 'americana', 'art pop', 'art rock', 'baroque pop', 'blues', 'blues rock', 'britpop', 'celtic', 'chinese indie', 'classic country', 'classic rock', 'country', 'country blues', 'folk', 'folk pop', 'folk rock', 'glam rock', 'gothic metal', 'hollands', 'indie folk', 'indie rock', 'jangle pop', 'jazz', 'jazz ballads', 'madchester', 'math rock', 'modern blues', 'musicals', 'nederpop', 'new wave', 'outlaw country', 'post-rock', 'power pop', 'proto-punk', 'roots rock', 'singer-songwriter', 'soft pop', 'soft rock', 'southern gothic', 'symphonic metal', 'synthpop', 'traditional country', 'vocal jazz', 'yacht rock']",141,2025-10-15T17:21:03Z,29.5,41.91253644314869
Happy Sunday Morning - folk & indie,"['Electronic', 'Folk', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Rock']","['acoustic pop', 'alternative rock', 'baroque pop', 'britpop', 'folk', 'folk pop', 'german indie', 'indie', 'indie folk', 'indie pop', 'indie rock', 'neo-psychedelic', 'nu jazz', 'power pop', 'reggae', 'reggae rock', 'retro soul', 'singer-songwriter', 'slowcore', 'surf rock', 'tropical house']",92,2025-10-20T18:23:35Z,32.5,36.05370569280344
"Gay Love Songs, Girls About Girls","['Country', 'Easy Listening', 'Electronic', 'Folk', 'Pop', 'Punk', 'Regional', 'Rock']","['acoustic pop', 'alt country', 'ambient folk', 'americana', 'art pop', 'bedroom pop', 'bossa nova', 'christian jazz', 'country', 'deep house', 'dream pop', 'edm', 'folk', 'french pop', 'hollands', 'hyperpop', 'indie folk', 'indie pop', 'jazz pop', 'lo-fi indie', 'lounge', 'midwest emo', 'nederpop', 'outlaw country', 'punk', 'ska', 'ska punk', 'synthpop', 'synthwave', 'tropical house']",141,2025-11-07T16:38:51Z,31.2,37.69642857142857
Acoustic 80s Covers,"['Country', 'Electronic', 'Folk', 'Pop', 'Regional', 'Religious', 'Traditional Folk']","['acoustic pop', 'alt country', 'americana', 'art pop', 'bluegrass', 'celtic', 'chanson', 'christian', 'christian folk', 'christmas', 'folk', 'folk pop', 'french jazz', 'hollands', 'indie folk', 'latin folk', 'latin indie', 'mexican indie', 'nederpop', 'newgrass', 'nightcore', 'singer-songwriter', 'southern gothic', 'traditional folk', 'worship']",113,2025-12-19T18:14:06Z,27.1,36.1041804910418
Taylor Swift - acoustic covers,"['Easy Listening', 'Electronic', 'Pop']","['acoustic pop', 'folk pop', 'hard house', 'lullaby', 'nightcore', 'pop']",84,2025-12-05T10:28:55Z,53.9,35.749049429657795
Starbucks Modern Christmas Songs,"['Classical', 'Country', 'Easy Listening', 'Folk', 'Jazz', 'Pop', 'R&B & Soul', 'Religious', 'Rock', 'Traditional Folk']","['ambient folk', 'americana', 'bluegrass', 'blues rock', 'ccm', 'celtic', 'celtic rock', ""children's music"", 'christian', 'christian bluegrass', 'christmas', 'classic country', 'country', 'country christian', 'dance pop', 'folk', 'gospel', 'jazz ballads', 'musicals', 'neo-psychedelic', 'neoclassical', 'orchestral', 'pop', 'pop country', 'pop soul', 'r&b', 'sea shanties', 'slowcore', 'smooth jazz', 'soft pop', 'southern gospel', 'southern gothic', 'space rock', 'traditional country', 'vocal jazz', 'worship']",84,2025-12-19T21:03:45Z,19.8,52.18575063613232
Instrumental Christmas - piano ballads (2025),"['Electronic', 'Jazz', 'Pop', 'Traditional Folk']","['christmas', 'hardstyle', 'hollands', 'nederpop', 'smooth jazz']",145,2025-12-19T18:34:32Z,66.6,42.78338590956888
Melancholy Piano - sad piano (instrumental),"['Classical', 'Electronic', 'Folk', 'Rock', 'Traditional Folk']","['ambient', 'ambient folk', 'ambient jazz', 'chamber music', 'christmas', 'classical', 'classical piano', 'contemporary classical', 'impressionism', 'japanese classical', 'math rock', 'midwest emo', 'minimalism', 'neoclassical', 'score', 'slowcore', 'soundtrack']",142,2025-12-19T18:34:49Z,55.7,37.46642096642097
Happy Thursday Morning,"['Electronic', 'Folk', 'Hip Hop', 'Pop', 'R&B & Soul', 'Regional', 'Rock']","['acoustic pop', 'alternative rock', 'americana', 'art pop', 'art rock', 'brazilian bass', 'britpop', 'classic rock', 'classic soul', 'dansk pop', 'folk', 'folk pop', 'folk rock', 'hip hop', 'indie', 'indie rock', 'jangle pop', 'motown', 'nederpop', 'pop', 'power pop', 'rap', 'retro pop', 'retro soul', 'rock', 'singer-songwriter', 'soft pop', 'soft rock', 'soul', 'southern hip hop', 'tropical house', 'yacht rock']",174,2025-12-12T19:21:50Z,41.5,48.6049772169646
Saturday Morning Coffeehouse,"['Classical', 'Country', 'Easy Listening', 'Electronic', 'Folk', 'Hip Hop', 'Pop', 'R&B & Soul', 'Regional', 'Religious', 'Rock', 'Traditional Folk']","['acoustic pop', 'adult standards', 'alt country', 'alternative rock', 'americana', 'art pop', 'art rock', 'baroque pop', 'bluegrass', 'britpop', 'christian', 'christian folk', 'christmas', 'classic rock', 'classical crossover', 'folk', 'folk pop', 'folk rock', 'funk rock', 'indie', 'indie folk', 'indie pop', 'indie rock', 'jangle pop', 'jazz pop', 'musicals', 'neo-psychedelic', 'psychedelic rock', 'retro soul', 'rock', 'roots rock', 'score', 'singer-songwriter', 'soft pop', 'soft rock', 'soundtrack', 'southern gothic', 'trip hop', 'worship']",232,2025-12-17T07:13:22Z,32.6,39.79035591274397
Acoustic 60s Covers,"['Blues', 'Classical', 'Country', 'Easy Listening', 'Electronic', 'Folk', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Rock']","['acoustic pop', 'alt country', 'americana', 'art pop', 'blues', 'bossa nova', 'classic country', 'classical', 'country', 'dream pop', 'folk', 'folk pop', 'folk rock', 'hi-nrg', 'indie folk', 'jangle pop', 'jazz', 'jazz pop', 'lounge', 'outlaw country', 'post-rock', 'power pop', 'rock and roll', 'rockabilly', 'roots rock', 'singer-songwriter', 'slowcore', 'smooth jazz', 'soul', 'soul jazz', 'southern gothic', 'synthpop', 'vocal jazz']",74,2025-12-19T18:14:26Z,18.1,43.17494600431966
Starbucks Christmas Classics,"['Classical', 'Country', 'Easy Listening', 'Hip Hop', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Rock', 'Traditional Folk']","['adult standards', 'afrogospel', 'art rock', 'ballet', 'baroque pop', 'big band', 'bolero', ""children's music"", 'christian pop', 'christian r&b', 'christian reggae', 'christmas', 'classic rock', 'classic soul', 'classical', 'classical crossover', 'country', 'east coast hip hop', 'glam rock', 'hip hop', 'jazz', 'motown', 'neo soul', 'old school hip hop', 'orchestral', 'pop', 'proto-punk', 'rock', 'rock and roll', 'rockabilly', 'score', 'soft pop', 'soft rock', 'soul', 'soundtrack', 'swing music', 'villancicos', 'vocal jazz', 'yacht rock']",100,2025-12-12T07:37:31Z,26.2,68.1260162601626
"Acoustic Christmas Songs - acoustic folk, indie & pop (2025)","['Blues', 'Classical', 'Country', 'Easy Listening', 'Electronic', 'Folk', 'Jazz', 'Metal', 'Pop', 'R&B & Soul', 'Religious', 'Rock', 'Traditional Folk']","['acoustic country', 'acoustic pop', 'adult standards', 'alt country', 'americana', 'anti-folk', 'art pop', 'art rock', 'baroque pop', 'bass house', 'blues', 'blues rock', 'ccm', 'celtic', ""children's music"", 'chillstep', 'christian folk', 'christian jazz', 'christian pop', 'christmas', 'classic country', 'classic rock', 'country', 'drum and bass', 'folk', 'folk pop', 'folk rock', 'gothic metal', 'hardstyle', 'hollands', 'hymns', 'indie', 'indie folk', 'jazz', 'jazz pop', 'math rock', 'midwest emo', 'musicals', 'nederpop', 'neofolk', 'norwegian pop', 'pop soul', 'pop worship', 'roots rock', 'sea shanties', 'singer-songwriter', 'slowcore', 'soft pop', 'soft rock', 'soul', 'soul jazz', 'southern gothic', 'surf rock', 'swedish pop', 'symphonic metal', 'vocal jazz']",235,2025-12-19T18:23:23Z,28.3,42.69219512195122
Instrumental Coffeehouse - acoustic guitar,"['Classical', 'Country', 'Easy Listening', 'Electronic', 'Folk', 'Pop', 'Regional', 'Rock']","['acoustic pop', 'americana', 'art rock', 'bluegrass', 'celtic', 'flamenco', 'folk', 'folk pop', 'folk rock', 'indie', 'indie folk', 'neoclassical', 'new age', 'newgrass', 'post-rock', 'progressive rock', 'score', 'singer-songwriter', 'soft rock', 'soundtrack', 'surf rock']",123,2025-12-03T07:31:23Z,36.8,37.11960784313725
"Gay Covers - pop, dance, indie","['Classical', 'Country', 'Easy Listening', 'Electronic', 'Folk', 'Pop', 'R&B & Soul', 'Regional', 'Rock', 'Traditional Folk']","['acoustic pop', 'afro house', 'afro tech', 'alt country', 'americana', 'anti-folk', 'art pop', 'baroque pop', 'christian jazz', 'christmas', 'deep house', 'electropop', 'folk', 'french pop', 'future house', 'hi-nrg', 'hollands', 'lounge', 'musicals', 'nederpop', 'new wave', 'nu disco', 'singer-songwriter', 'slap house', 'soft pop', 'synthpop', 'trap soul']",137,2025-10-24T10:09:26Z,24.6,36.138364779874216
Instrumental Coffeehouse,"['Classical', 'Folk', 'Pop', 'Rock', 'Traditional Folk']","['ambient folk', 'baroque pop', 'chamber music', 'christmas', 'classical', 'classical piano', 'contemporary classical', 'folk', 'folk rock', 'impressionism', 'jazz ballads', 'minimalism', 'neoclassical', 'score', 'singer-songwriter', 'soundtrack', 'surf rock']",392,2025-12-19T18:30:52Z,80.9,37.92263416285763
Spiritual - instrumental indie,"['Classical', 'Easy Listening', 'Electronic', 'Folk', 'Hip Hop', 'Jazz', 'Pop', 'Rock', 'Traditional Folk']","['alternative rock', 'ambient', 'ambient folk', 'art pop', 'art rock', 'baroque pop', 'bedroom pop', 'choral', 'christmas', 'contemporary classical', 'downtempo', 'dream pop', 'drone', 'electronica', 'folk', 'glam rock', 'idm', 'indie', 'indie folk', 'indie rock', 'krautrock', 'minimalism', 'neoclassical', 'new age', 'nu jazz', 'orchestral', 'post-rock', 'rock', 'singer-songwriter', 'space music', 'synthwave', 'trip hop', 'tropical house']",128,2025-12-13T08:03:00Z,37.6,35.32267037552156
Coffeehouse - the best acoustic covers,"['Avant-garde', 'Classical', 'Country', 'Electronic', 'Folk', 'Jazz', 'Pop', 'Regional', 'Rock', 'Traditional Folk']","['acoustic pop', 'alt country', 'americana', 'anti-folk', 'art pop', 'avant-garde', 'baroque pop', 'bedroom pop', 'bluegrass', 'christian folk', 'christmas', 'contemporary classical', 'dream pop', 'folk', 'folk pop', 'hardstyle', 'indie folk', 'indie pop', 'jazz pop', 'latin folk', 'latin indie', 'mexican indie', 'minimalism', 'nederpop', 'newgrass', 'nightcore', 'singer-songwriter', 'slowcore', 'southern gothic', 'swedish pop', 'vocal jazz']",205,2025-12-19T18:26:13Z,29.8,39.69363822925828
Rockin' Around The Christmas Tree - the biggest Christmas hits,"['Blues', 'Classical', 'Country', 'Easy Listening', 'Electronic', 'Folk', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Rock', 'Traditional Folk']","['adult standards', 'art rock', 'ballet', 'baroque pop', 'big band', 'blues', 'bolero', 'christmas', 'classic country', 'classic rock', 'classic soul', 'classical', 'classical piano', 'country', 'exotica', 'folk', 'hi-nrg', 'jazz', 'jazz pop', 'motown', 'musicals', 'northern soul', 'orchestral', 'rock and roll', 'rockabilly', 'score', 'soft pop', 'soft rock', 'soul', 'soul blues', 'soundtrack', 'swing music', 'synthpop', 'villancicos', 'vocal jazz', 'yacht rock']",130,2024-12-09T13:15:32Z,29.8,58.07834394904459
"Instrumental Christmas - folk, indie & pop","['Classical', 'Electronic', 'Pop', 'Traditional Folk']","['baroque pop', 'bass house', 'christmas', 'drum and bass', 'hardstyle', 'hollands', 'medieval', 'nederpop', 'soundtrack']",109,2025-12-19T18:34:12Z,63.0,41.78715482469749
Monday Morning Coffeehouse - easy listening,"['Classical', 'Country', 'Electronic', 'Folk', 'Pop', 'R&B & Soul', 'Regional', 'Religious', 'Rock', 'Traditional Folk']","['acoustic pop', 'alt country', 'alternative rock', 'americana', 'art pop', 'art rock', 'baroque pop', 'britpop', 'celtic', 'chamber music', 'christian', 'christian folk', 'christmas', 'classic rock', 'classical', 'classical piano', 'dream pop', 'folk', 'folk pop', 'folk rock', 'funk rock', 'german indie', 'indie', 'indie folk', 'indie pop', 'indie r&b', 'indie rock', 'jazz pop', 'musicals', 'neo-psychedelic', 'nightcore', 'norwegian pop', 'pop singer-songwriter', 'psychedelic rock', 'retro soul', 'rock', 'roots rock', 'singer-songwriter', 'southern gothic', 'traditional folk', 'worship']",203,2025-12-17T07:13:16Z,34.3,38.452674897119344
Queer Love Songs,"['Classical', 'Country', 'Electronic', 'Folk', 'Jazz', 'Pop', 'Punk', 'R&B & Soul', 'Regional', 'Religious', 'Rock']","['acoustic pop', 'alt country', 'alternative r&b', 'americana', 'anti-folk', 'art pop', 'ballroom vogue', 'baroque pop', 'bedroom pop', 'big band', 'britpop', 'christian alternative rock', 'classic country', 'country', 'folk', 'german indie', 'german indie pop', 'german pop', 'harana', 'hi-nrg', 'hollands', 'horror punk', 'hyperpop', 'hypertechno', 'indie rock', 'jangle pop', 'madchester', 'midwest emo', 'musicals', 'new wave', 'opm', 'outlaw country', 'parang', 'pinoy indie', 'pinoy r&b', 'pop singer-songwriter', 'psychobilly', 'queercore', 'rockabilly', 'singer-songwriter', 'soft pop', 'swedish pop', 'synthpop', 'uk r&b']",230,2025-02-01T19:23:29Z,31.2,31.64097744360902
80s Piano - instrumental piano hits from the 1980s,"['Classical', 'Pop', 'Traditional Folk']","['christmas', 'classical piano', 'norwegian pop']",35,2025-12-19T18:12:59Z,41.2,38.38837209302326
Happy Saturday Morning - Top 40 Hits,"['Electronic', 'Folk', 'Hip Hop', 'Pop', 'R&B & Soul', 'Regional', 'Religious', 'Rock']","['acoustic pop', 'art pop', 'art rock', 'big beat', 'christian alternative rock', 'dansk pop', 'darkwave', 'deep house', 'disco house', 'east coast hip hop', 'emo', 'folk pop', 'funky house', 'gothic rock', 'hip hop', 'indie folk', 'k-pop', 'melodic house', 'melodic techno', 'minimal techno', 'nederpop', 'neo soul', 'new wave', 'nu disco', 'pop', 'post-punk', 'r&b', 'rap', 'reggaeton', 'rock', 'soft pop', 'techno', 'trip hop', 'tropical house', 'uk funky']",148,2025-10-20T18:23:26Z,34.4,50.733838089691325
Christmas 2025 - new Christmas song releases 🎅 🎄  🎁  🦌 ☃️,"['Blues', 'Classical', 'Country', 'Easy Listening', 'Electronic', 'Folk', 'Hip Hop', 'Jazz', 'Pop', 'Punk', 'R&B & Soul', 'Regional', 'Religious', 'Rock', 'Traditional Folk']","['acid jazz', 'acoustic country', 'acoustic pop', 'adult standards', 'afro-cuban jazz', 'afrogospel', 'alt country', 'alternative r&b', 'ambient folk', 'americana', 'anti-folk', 'baroque', 'baroque pop', 'big band', 'bluegrass', 'blues rock', 'bolero', 'boogie', 'boogie-woogie', 'britpop', 'catholic music', 'ccm', 'celtic', 'celtic rock', 'chamber music', ""children's music"", 'choral', 'christian', 'christian alternative rock', 'christian folk', 'christian jazz', 'christian pop', 'christian r&b', 'christian reggae', 'christian rock', 'christmas', 'classic country', 'classical', 'classical crossover', 'comedy', 'concerto', 'contemporary classical', 'contemporary r&b', 'country', 'country christian', 'dance pop', 'dansband', 'deep house', 'dub', 'early music', 'electro swing', 'electronic classical', 'emo', 'folk', 'folk pop', 'french jazz', 'gospel', 'gregorian chant', 'hardstyle', 'hollands', 'honky tonk', 'hypertechno', 'indie', 'indie folk', 'indie soul', 'jam band', 'jazz', 'jazz ballads', 'jazz fusion', 'jazz pop', 'kuduro', 'latin jazz', 'latin pop', 'mambo', 'medieval', 'minimalism', 'nederpop', 'neo soul', 'neoclassical', 'neofolk', 'new age', 'newgrass', 'norwegian pop', 'orchestral', 'outlaw country', 'pop country', 'pop punk', 'pop worship', 'progressive trance', 'quiet storm', 'r&b', 'red dirt', 'reggae', 'renaissance', 'retro pop', 'retro soul', 'rocksteady', 'roots reggae', 'salsa', 'sea shanties', 'smooth jazz', 'soul blues', 'southern gospel', 'spoken word', 'texas country', 'traditional country', 'traditional folk', 'trance', 'uk funky', 'villancicos', 'vocal jazz', 'worship']",341,2025-12-19T18:19:56Z,20.9,40.25900345337938
De Allerbeste Kerst Hits 🎅 🌲 ⛄️ ,"['Classical', 'Country', 'Easy Listening', 'Electronic', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Rock', 'Traditional Folk']","['adult standards', 'big band', 'bluegrass', 'bolero', 'christmas', 'classic soul', 'dance pop', 'hi-nrg', 'hollands', 'jazz', 'musicals', 'nederpop', 'rock and roll', 'rockabilly', 'soft pop', 'soul', 'swing music', 'synthpop', 'villancicos', 'vocal jazz']",31,2025-12-19T21:04:44Z,18.5,77.56992084432717
Het Koffiehuis - chille liedjes voor in de middag,"['Country', 'Electronic', 'Folk', 'Pop', 'Rock']","['acoustic pop', 'classic rock', 'folk', 'folk pop', 'grunge', 'indie folk', 'post-grunge', 'rock', 'soft rock', 'southern gothic', 'yacht rock']",76,2025-12-19T18:11:55Z,38.1,39.28953399541635
Nature Sounds - the sound of nature,['Avant-garde'],['electroacoustic'],60,2022-02-24T22:24:38Z,74.7,41.5
Instrumental Karaoke Hits,"['Classical', 'Country', 'Easy Listening', 'Electronic', 'Hip Hop', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Rock', 'Traditional Folk']","['acoustic pop', 'adult standards', 'art pop', 'art rock', 'baroque pop', 'christmas', 'classic rock', 'classic soul', 'country hip hop', 'dance pop', 'disco', 'disco house', 'downtempo', 'east coast hip hop', 'edm', 'electroclash', 'freestyle', 'funk', 'g-funk', 'gangster rap', 'glam rock', 'hi-nrg', 'hip hop', 'indie jazz', 'italo disco', 'jazz', 'jazz fusion', 'jazz pop', 'k-pop', 'motown', 'musicals', 'nederpop', 'neo soul', 'neue deutsche welle', 'new jack swing', 'new wave', 'northern soul', 'nu disco', 'old school hip hop', 'philly soul', 'pop', 'quiet storm', 'r&b', 'rap', 'rock', 'soft pop', 'soft rock', 'soul', 'southern hip hop', 'synthpop', 'trip hop', 'west coast hip hop']",214,2025-12-19T19:01:57Z,34.7,58.48005698005698
